8.000000000000000444e-01 2.206802121580496434e-02
8.008000000000000673e-01 2.203269533654977561e-02
8.016008000000001132e-01 2.202875596679021095e-02
8.024024008000001373e-01 2.202709448192649230e-02
8.032048032008001215e-01 2.198632472342778449e-02
8.040080080040009625e-01 2.199700164610007835e-02
8.048120160120049160e-01 2.204066389528994141e-02
8.056168280280169292e-01 2.203003157865999345e-02
8.064224448560449732e-01 2.203633543542932866e-02
8.072288673009010429e-01 2.207220109384082363e-02
8.080360961682019338e-01 2.202777296954392533e-02
8.088441322643701303e-01 2.212070535268015684e-02
8.096529763966344717e-01 2.214187413660837628e-02
8.104626293730311515e-01 2.219355393294503501e-02
8.112730920024041614e-01 2.232701277720158459e-02
8.120843650944065129e-01 2.228458037295565075e-02
8.128964494595009027e-01 2.228406612234525713e-02
8.137093459089603797e-01 2.230974384407639205e-02
8.145230552548693437e-01 2.212079753524224049e-02
8.153375783101242114e-01 2.214895070360519552e-02
8.161529158884343049e-01 2.214182766479098896e-02
8.169690688043227400e-01 2.212732646205719383e-02
8.177860378731270918e-01 2.206041348828324117e-02
8.186038239110001724e-01 2.222875385410684815e-02
8.194224277349111407e-01 2.218455326630141763e-02
8.202418501626460579e-01 2.222452050660708722e-02
8.210620920128086642e-01 2.213928521981541747e-02
8.218831541048214895e-01 2.216566522499328895e-02
8.227050372589262972e-01 2.227012957068385049e-02
8.235277422961851945e-01 2.215882682755562424e-02
8.243512700384814096e-01 2.219035104679476303e-02
8.251756213085198466e-01 2.216761103671173114e-02
8.260007969298284181e-01 2.200702693840646262e-02
8.268267977267582669e-01 2.202796064485499153e-02
8.276536245244849876e-01 2.223885734555836394e-02
8.284812781490095146e-01 2.220003234314754659e-02
8.293097594271585660e-01 2.219663274531964714e-02
8.301390691865857541e-01 2.218489937216776633e-02
8.309692082557723625e-01 2.222787277791869742e-02
8.318001774640281232e-01 2.227399068755349029e-02
8.326319776414921048e-01 2.212553186965482768e-02
8.334646096191336007e-01 2.218607882708037438e-02
8.342980742287526841e-01 2.212658258305825673e-02
8.351323723029814294e-01 2.233545367641055768e-02
8.359675046752843564e-01 2.227371044621916790e-02
8.368034721799596509e-01 2.212660659155001736e-02
8.376402756521396098e-01 2.227467195027169750e-02
8.384779159277917504e-01 2.209871144958098360e-02
8.393163938437195881e-01 2.205514205149039161e-02
8.401557102375633024e-01 2.225072780818907955e-02
8.409958659478008469e-01 2.221443494504782984e-02
8.418368618137486159e-01 2.211854707208255402e-02
8.426786986755623321e-01 2.204050818670984929e-02
8.435213773742379351e-01 2.222970427231179755e-02
8.443648987516121363e-01 2.222821842781331700e-02
8.452092636503637513e-01 2.218990376507983669e-02
8.460544729140141440e-01 2.202826511813566271e-02
8.469005273869281147e-01 2.214374804572324593e-02
8.477474279143150104e-01 2.218401474555061620e-02
