4.000000000000000222e-01 1.466265134561839725e-02
4.004000000000000337e-01 1.466233267477063361e-02
4.008004000000000566e-01 1.466201864647185583e-02
4.012012004000000687e-01 1.466169729420203384e-02
4.016024016004000607e-01 1.466138154986406164e-02
4.020040040020004812e-01 1.466105673634293324e-02
4.024060080060024580e-01 1.466073616855414173e-02
4.028084140140084646e-01 1.466041133184041792e-02
4.032112224280224866e-01 1.466008586525329241e-02
4.036144336504505215e-01 1.465976077809670250e-02
4.040180480841009669e-01 1.465943490364617768e-02
4.044220661321850652e-01 1.465910548290954955e-02
4.048264881983172359e-01 1.465877816413460773e-02
4.052313146865155757e-01 1.465844890788554726e-02
4.056365460012020807e-01 1.465811656513303120e-02
4.060421825472032564e-01 1.465778756302399399e-02
4.064482247297504514e-01 1.465745023586752412e-02
4.068546729544801899e-01 1.465711607725624782e-02
4.072615276274346718e-01 1.465678098977965180e-02
4.076687891550621057e-01 1.465644283429412727e-02
4.080764579442171525e-01 1.465610449568149204e-02
4.084845344021613700e-01 1.465576495413205282e-02
4.088930189365635459e-01 1.465542499057199619e-02
4.093019119555000862e-01 1.465508306470351095e-02
4.097112138674555704e-01 1.465474069689476182e-02
4.101209250813230289e-01 1.465439581647152295e-02
4.105310460064043321e-01 1.465405062580183576e-02
4.109415770524107447e-01 1.465370431167953812e-02
4.113525186294631486e-01 1.465335670490076729e-02
4.117638711480925973e-01 1.465300721022083988e-02
4.121756350192407048e-01 1.465265889078801696e-02
4.125878106542599233e-01 1.465230562716608037e-02
4.130003984649142090e-01 1.465195309446701462e-02
4.134133988633791335e-01 1.465159834576038739e-02
4.138268122622424938e-01 1.465124274291665363e-02
4.142406390745047573e-01 1.465088644384082706e-02
4.146548797135792830e-01 1.465052907334361658e-02
4.150695345932928770e-01 1.465016925284074768e-02
4.154846041278861812e-01 1.464981221698122109e-02
4.159000887320140616e-01 1.464944708411594632e-02
4.163159888207460524e-01 1.464908718735155775e-02
4.167323048095668003e-01 1.464872750003152861e-02
4.171490371143763420e-01 1.464835561912809607e-02
4.175661861514907147e-01 1.464798620099680947e-02
4.179837523376421782e-01 1.464762032853310705e-02
4.184017360899798255e-01 1.464724976673998681e-02
4.188201378260698049e-01 1.464688024611865598e-02
4.192389579638958752e-01 1.464650604567845765e-02
4.196581969218597941e-01 1.464613162839938261e-02
4.200778551187816512e-01 1.464575457088203476e-02
4.204979329739004235e-01 1.464537817742563031e-02
4.209184309068743080e-01 1.464500097945856116e-02
4.213393493377811660e-01 1.464461910154954069e-02
4.217606886871189675e-01 1.464423811779447769e-02
4.221824493758060681e-01 1.464385694672936701e-02
4.226046318251818756e-01 1.464347234448644224e-02
4.230272364570070720e-01 1.464308760524631742e-02
4.234502636934640574e-01 1.464270130636012579e-02
4.238737139571575052e-01 1.464231179338001433e-02
4.242975876711146399e-01 1.464192260095949563e-02
