# FWHM with wavelength for the WFC3 IR Channel from WFC3 Inst handbook (cycle 23)
# sec 7.6.1 - page 140*
# wavelength (nm) | FWHM (pixels)
 800  0.971
 900  0.986
1000  1.001
1100  1.019
1200  1.040
1300  1.067
1400  1.100
1500  1.136
1600  1.176
1700  1.219
